ID,TransNzoia,UasinGishu,Nandi,Turkana,Baringo,WestPokot,Samburu,ElgeyoMarakwet
19900811,3.1,8.7,7.8,0.2,0.8,0.7,0.1,1.5
19900812,12.7,5.4,7.5,0.1,1.9,1.8,0.1,3.2
19900813,15.1,5.2,6.8,0.2,3.0,2.1,0.0,4.9
19900814,5.3,7.3,5.4,0.0,1.0,1.2,0.1,0.8
19900815,2.1,2.7,6.1,0.1,0.6,0.2,0.1,0.7
19900816,3.4,1.8,7.1,0.1,0.2,0.6,0.1,1.0
19900817,1.7,2.3,4.8,0.1,0.3,0.7,0.1,2.4
19900818,3.8,5.3,4.8,0.5,1.0,2.9,3.2,6.2
19900819,3.0,5.3,6.7,1.8,6.3,8.9,1.9,9.9
19900820,12.5,9.3,7.7,3.8,15.3,8.3,1.2,7.8
19900821,3.5,8.8,8.2,0.5,5.8,1.6,0.9,9.2
19900822,4.1,6.6,6.3,0.4,5.1,4.0,0.3,4.8
19900823,8.7,2.3,9.2,0.0,0.2,0.5,0.0,0.9
19900824,1.4,2.2,6.5,0.1,0.8,0.3,0.3,1.4
19900825,1.5,1.6,7.8,0.1,0.9,0.3,0.1,0.6
19900826,2.4,1.1,2.2,0.2,0.1,0.2,0.1,0.6
19900827,1.3,1.0,2.7,0.1,0.3,0.1,0.0,0.5
19900828,2.1,1.2,2.8,0.2,0.4,0.1,0.0,1.0
19900829,0.3,2.2,3.6,0.7,0.3,0.0,0.0,1.0
19900830,2.4,2.8,5.8,0.3,0.2,0.2,1.7,2.3
19900831,2.1,4.4,4.1,0.1,1.4,1.3,0.2,2.8
19900901,9.2,5.7,5.0,0.1,1.6,1.5,1.0,3.1
19900902,3.0,0.6,2.3,0.0,0.5,0.2,0.0,1.3
19900903,3.1,2.6,2.4,0.0,0.5,0.3,0.0,1.6
19900904,4.5,2.1,4.4,0.1,1.5,0.8,1.8,2.6
19900905,11.8,9.6,7.1,0.1,2.0,1.2,0.2,3.4
19900906,4.2,5.2,5.9,0.3,0.6,0.5,0.1,1.9
19900907,0.7,0.5,2.3,0.1,0.4,0.1,0.0,0.7
19900908,4.2,0.1,1.9,0.2,0.8,0.8,0.0,0.6
19900909,1.0,0.1,0.4,0.2,0.2,0.2,0.0,0.2
19900910,0.0,0.0,0.6,0.0,0.2,0.1,0.0,0.0
19900911,0.1,0.1,0.4,0.0,0.2,0.1,0.5,0.2
19900912,0.8,0.2,0.4,0.0,0.2,0.1,0.0,0.2
19900913,0.4,0.3,1.0,0.0,0.5,0.1,0.0,0.6
19900914,0.2,0.2,1.2,0.0,0.1,0.1,0.0,0.1
19900915,1.8,0.1,0.8,0.1,0.4,0.2,0.0,0.3
19900916,1.7,1.8,1.9,0.1,0.7,0.2,0.0,1.2
19900917,5.2,9.8,6.3,0.1,1.4,1.5,1.3,6.6
19900918,5.4,7.0,8.8,0.7,4.7,2.3,1.0,12.2
19900919,2.5,3.2,3.3,0.4,2.7,1.3,0.7,3.5
19900920,4.4,1.2,3.0,0.3,1.4,2.6,0.1,1.1
19900921,3.5,0.1,3.7,0.0,0.2,0.6,0.0,1.8
19900922,1.3,0.4,3.6,0.0,0.2,0.3,0.0,1.0
19900923,3.3,0.3,2.2,0.2,0.4,0.5,0.0,1.1
19900924,3.3,0.2,1.4,0.1,0.4,0.3,0.0,1.3
19900925,0.8,0.1,1.6,0.1,0.5,0.1,0.0,0.5
19900926,0.3,0.2,0.9,0.1,0.2,0.1,0.0,0.3
19900927,0.4,0.1,1.1,0.1,0.1,0.1,0.2,0.1
19900928,0.0,0.2,1.1,0.1,0.1,0.1,0.1,0.1
19900929,0.2,1.2,2.4,0.7,0.1,0.5,0.2,0.9
19900930,1.6,2.3,3.9,0.5,1.3,3.2,0.7,1.1
19901001,0.9,0.3,1.1,0.4,0.8,2.2,0.1,0.8
19901002,1.3,0.2,1.0,0.1,0.3,0.2,0.1,0.9
19901003,0.5,0.3,1.2,0.1,0.1,0.1,0.0,0.8
19901004,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0
19901005,0.3,0.7,0.1,0.1,0.1,0.1,0.1,0.4
19901006,0.3,0.6,0.1,0.1,0.1,0.2,0.1,0.3
19901007,0.0,0.5,0.6,0.1,0.1,0.1,0.1,0.0
19901008,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.1
19901009,0.2,0.1,0.2,0.2,0.6,0.6,0.1,1.1
19901010,1.0,0.7,0.9,0.3,0.1,0.3,0.3,1.8
19901011,2.5,0.5,0.8,0.2,0.9,1.3,0.1,1.0
19901012,0.2,0.4,0.9,0.1,1.4,0.6,0.1,0.9
19901013,1.2,1.2,3.1,0.4,0.9,1.2,2.7,3.4
19901014,2.4,2.3,4.2,0.3,2.0,0.8,0.7,1.4
19901015,1.4,1.2,1.1,0.9,0.4,1.5,4.9,1.4
19901016,1.0,0.8,1.6,1.5,1.0,1.9,3.1,1.3
19901017,1.9,0.8,4.1,2.4,3.4,3.4,13.1,6.3
19901018,5.9,2.7,8.0,15.2,2.9,9.9,13.3,6.1
19901019,10.3,9.4,6.8,7.4,16.3,10.3,13.1,12.2
19901020,2.5,3.0,6.3,0.9,7.2,2.6,4.4,6.7
19901021,1.6,3.6,1.8,0.6,3.3,1.1,5.0,2.1
19901022,3.0,1.3,2.8,0.3,5.3,0.7,5.8,2.3
19901023,6.2,2.4,4.0,0.1,2.2,1.6,0.5,2.1
19901024,8.6,3.3,2.8,1.3,2.7,2.7,0.2,5.2
19901025,2.8,0.7,3.7,1.2,1.4,0.6,2.1,1.7
19901026,2.7,1.1,6.9,1.1,5.3,1.4,4.6,6.8
19901027,5.3,2.0,8.3,0.8,1.9,4.5,1.4,3.4
19901028,7.9,4.6,9.2,0.8,4.4,4.5,4.2,9.9
19901029,3.0,2.3,3.3,0.5,3.3,1.0,0.3,4.4
19901030,0.7,1.1,2.4,0.2,0.4,0.1,0.1,2.3
19901031,0.0,0.2,0.4,0.1,0.0,0.1,0.0,0.0
19901101,0.1,2.6,4.1,0.0,0.9,0.0,1.5,2.6
19901102,2.0,8.0,11.0,2.8,2.3,2.7,4.5,7.2
19901103,10.7,16.0,13.2,2.1,12.6,16.1,10.9,22.2
19901104,13.0,11.4,7.7,1.9,10.3,6.5,0.4,15.0
19901105,1.8,8.8,5.2,0.3,3.8,2.3,2.4,9.4
19901106,2.8,5.6,2.7,1.5,2.0,5.8,5.7,4.7
19901107,6.2,1.4,2.7,0.8,4.8,3.2,6.0,12.5
19901108,2.3,0.7,4.7,0.3,3.8,2.1,5.3,5.6
19901109,1.0,1.6,4.8,0.1,2.5,0.2,2.1,2.5
19901110,0.4,1.1,2.0,0.2,1.2,0.6,0.5,1.1
19901111,0.5,0.5,0.5,0.1,0.2,0.0,2.0,0.4
19901112,0.0,0.6,0.4,1.3,1.4,0.0,7.1,1.7
19901113,0.9,2.0,1.6,0.6,1.6,0.8,11.0,3.1
19901114,0.7,2.0,0.8,0.4,3.5,1.5,11.5,2.8
19901115,1.2,0.7,0.2,0.1,0.3,0.2,8.0,1.0
19901116,0.0,0.9,0.6,0.1,0.5,0.3,5.5,1.7
19901117,0.3,0.4,0.3,0.1,0.6,0.1,3.3,1.6
19901118,0.5,0.4,2.0,0.2,0.7,1.2,11.0,1.7
19901119,0.0,0.7,2.3,0.1,0.8,0.4,1.6,1.7
19901120,0.9,0.2,0.6,0.1,0.8,2.0,1.6,1.7
19901121,0.3,0.0,0.8,0.1,0.1,0.0,0.6,0.2
19901122,0.0,0.0,0.2,0.0,0.0,0.0,0.3,0.1
19901123,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.1
19901124,0.0,0.0,0.1,0.0,0.0,0.0,0.5,0.1
19901125,0.0,0.1,0.3,0.1,0.1,0.0,0.2,0.3
19901126,0.2,0.1,0.9,0.1,0.1,0.8,1.7,0.2
19901127,0.6,0.9,3.0,0.1,1.6,0.3,3.3,1.4
19901128,2.0,1.3,2.4,0.2,0.4,0.9,2.5,2.6
19901129,0.1,0.1,0.6,0.2,2.5,1.6,0.4,6.3
19901130,0.3,0.3,0.3,0.1,0.7,0.5,0.8,1.6
19901201,0.7,0.3,0.4,0.1,0.1,0.1,0.5,0.2
19901202,0.3,0.0,0.3,0.1,0.1,0.6,2.6,0.2
19901203,0.1,1.2,1.8,0.4,1.1,4.1,10.8,0.7
19901204,0.1,0.9,1.0,0.7,0.2,1.7,2.1,0.2
19901205,0.0,0.5,0.3,0.4,0.3,0.1,1.5,0.2
19901206,0.1,0.8,1.0,0.2,0.9,0.1,1.3,1.5
19901207,1.6,0.9,0.9,0.3,2.8,0.6,16.1,2.9
19901208,2.0,1.5,1.2,0.8,2.5,3.1,5.7,1.3
19901209,5.1,7.4,10.3,0.5,3.1,1.8,2.0,3.1
19901210,3.9,5.4,6.1,3.8,2.8,4.8,5.1,7.6
19901211,9.1,12.0,14.4,6.9,6.2,6.6,19.9,12.5
19901212,2.3,6.1,12.5,3.2,6.5,11.3,16.1,9.5
19901213,2.0,4.4,4.1,1.0,2.9,4.5,5.5,4.4
19901214,1.9,0.6,1.9,0.9,4.0,0.1,3.1,2.7
19901215,0.3,0.2,0.7,0.3,0.6,0.2,2.4,1.2
19901216,0.2,0.5,2.2,0.5,0.6,0.1,0.9,1.4
19901217,0.3,0.8,2.1,0.2,0.8,1.5,2.2,3.1
19901218,0.2,0.3,1.4,0.5,0.3,0.1,0.4,0.4
19901219,1.3,0.1,2.5,0.1,0.1,0.4,0.3,0.7
19901220,0.1,1.1,0.4,0.1,1.4,0.2,0.1,6.3
19901221,0.0,0.5,0.1,0.0,0.1,0.0,1.1,0.7
19901222,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.3
19901223,0.0,0.2,0.0,0.1,0.1,0.0,0.3,0.3
19901224,0.0,0.0,0.8,0.0,0.1,0.0,0.1,0.0
19901225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19901226,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.5
19901227,0.1,0.0,0.7,0.0,0.1,0.0,0.0,0.0
19901228,0.0,0.0,0.6,0.0,0.1,0.0,0.5,0.0
19901229,0.0,0.0,0.0,0.1,0.3,0.0,0.6,0.0
19901230,0.0,0.4,1.3,0.1,0.5,0.5,4.4,0.1
19901231,0.5,0.6,3.0,0.2,0.6,0.2,7.7,0.2
19910101,0.5,0.6,2.7,5.4,0.5,1.7,2.1,1.6
19910102,0.2,0.8,1.8,4.2,0.2,0.2,0.7,0.3
19910103,1.3,0.8,0.3,1.9,0.1,1.0,1.4,0.9
19910104,0.1,0.7,0.4,0.2,0.2,0.0,0.0,0.8
19910105,1.0,5.6,0.8,0.2,0.2,0.0,0.3,4.4
19910106,2.4,13.0,5.5,1.2,0.6,1.8,1.5,4.6
19910107,3.8,24.9,4.8,2.8,3.1,12.6,0.8,17.4
19910108,11.9,17.9,8.7,1.7,4.3,4.4,1.3,14.8
19910109,1.4,0.1,1.4,0.1,0.1,0.3,0.0,0.1
19910110,0.2,0.0,0.0,0.2,0.1,0.1,0.0,0.0
19910111,0.2,0.0,0.9,0.4,0.8,0.0,0.1,0.1
19910112,0.0,0.1,0.6,0.3,0.0,0.0,0.0,0.2
19910113,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0
19910114,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.1
19910115,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
19910116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19910117,0.0,0.0,0.0,0.1,0.3,0.2,0.5,0.0
19910118,0.0,0.1,0.1,0.1,0.0,0.0,0.8,0.0
19910119,0.0,0.0,0.0,0.1,0.3,0.7,0.0,0.1
